5b0279f02ad33,5b00cc56409f3,5b024247cfc23,"2018-05-21 07:49:04","Fortnite Solo Showdown Mode!","Fortnite introduces a new Limited Time Mode call &quot;Solo Showdown&quot;.  It looks like they may add ranking in the future based on the popularity of this mode.  Ranked matches would be a great way for new players to play against players of similar skillset"
5b0f5f2befbc6,5b00cc56409f3,5b022f56bffdb,"2018-05-31 04:34:19","Death Garden Beta this June","Is anyone going to check out the upcoming public beta test for Death Garden.  It's an asymmetrical horror game with shooter elements.  I think it looks really fun!   "
